,body,character,glider,tire,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Invincibility
15887,18,12,3,12,4.0,5.0,4.0,3.5,3.5,4.5,3.0,3.25,3.0,2.5,4.0,3.25,3.0
15888,18,12,3,13,3.5,4.25,4.75,3.25,3.75,4.0,3.25,3.25,3.25,2.5,4.0,4.0,2.5
15889,18,12,3,14,3.5,4.25,4.75,3.25,3.75,4.0,3.25,3.25,3.25,2.5,4.0,4.0,3.0
15890,18,12,4,1,3.5,4.75,4.25,3.5,4.0,4.0,3.5,3.75,3.5,2.75,3.75,4.0,2.25
15891,18,12,4,2,3.5,4.75,4.25,3.5,4.0,4.0,3.5,3.75,3.5,2.75,3.75,4.0,2.5
15892,18,12,4,3,3.5,4.5,3.75,3.5,3.5,4.5,2.75,3.25,3.0,2.0,4.25,3.75,2.75
15893,18,12,4,4,3.5,4.5,3.75,3.5,3.5,4.5,2.75,3.25,3.0,2.0,4.25,3.75,2.5
15894,18,12,4,5,3.0,4.75,4.25,3.0,4.5,3.5,3.75,4.0,3.75,3.0,3.5,4.5,1.5
15895,18,12,4,6,3.75,4.5,4.0,4.0,3.5,4.0,3.75,4.0,3.75,2.75,2.75,3.75,2.5
15896,18,12,4,7,4.0,4.0,3.5,4.0,3.25,4.25,3.25,3.0,3.0,2.5,2.5,3.25,2.5
15897,18,12,4,8,4.0,4.75,4.0,3.25,3.0,4.5,3.25,3.5,2.75,2.25,3.0,3.25,2.75
15898,18,12,4,9,4.0,4.75,4.0,3.25,3.0,4.5,3.25,3.5,2.75,2.25,3.0,3.25,2.5
15899,18,12,4,10,3.25,4.5,4.0,3.5,4.25,3.5,3.5,3.75,3.25,3.0,3.25,4.25,2.0
15900,18,12,4,11,3.75,5.0,3.75,3.5,3.75,4.25,3.0,3.25,3.25,2.5,4.0,3.5,3.0
15901,18,12,4,12,3.75,5.0,3.75,3.5,3.75,4.25,3.0,3.25,3.25,2.5,4.0,3.5,2.75
15902,18,12,4,13,3.25,4.25,4.5,3.25,4.0,3.75,3.25,3.25,3.5,2.5,4.0,4.25,2.25
15903,18,12,4,14,3.25,4.25,4.5,3.25,4.0,3.75,3.25,3.25,3.5,2.5,4.0,4.25,2.75
15904,18,13,1,1,3.75,5.0,4.5,3.25,3.75,3.25,3.5,3.5,3.25,3.0,4.5,4.0,2.75
15905,18,13,1,2,3.75,5.0,4.5,3.25,3.75,3.25,3.5,3.5,3.25,3.0,4.5,4.0,3.0
15906,18,13,1,3,3.75,4.75,4.0,3.25,3.25,3.75,2.75,3.0,2.75,2.25,5.0,3.75,3.25
15907,18,13,1,4,3.75,4.75,4.0,3.25,3.25,3.75,2.75,3.0,2.75,2.25,5.0,3.75,3.0
15908,18,13,1,5,3.25,5.0,4.5,2.75,4.25,2.75,3.75,3.75,3.5,3.25,4.25,4.5,2.0
15909,18,13,1,6,4.0,4.75,4.25,3.75,3.25,3.25,3.75,3.75,3.5,3.0,3.5,3.75,3.0
15910,18,13,1,7,4.25,4.25,3.75,3.75,3.0,3.5,3.25,2.75,2.75,2.75,3.25,3.25,3.0
15911,18,13,1,8,4.25,5.0,4.25,3.0,2.75,3.75,3.25,3.25,2.5,2.5,3.75,3.25,3.25
15912,18,13,1,9,4.25,5.0,4.25,3.0,2.75,3.75,3.25,3.25,2.5,2.5,3.75,3.25,3.0
15913,18,13,1,10,3.5,4.75,4.25,3.25,4.0,2.75,3.5,3.5,3.0,3.25,4.0,4.25,2.5
15914,18,13,1,11,4.0,5.25,4.0,3.25,3.5,3.5,3.0,3.0,3.0,2.75,4.75,3.5,3.5
15915,18,13,1,12,4.0,5.25,4.0,3.25,3.5,3.5,3.0,3.0,3.0,2.75,4.75,3.5,3.25
15916,18,13,1,13,3.5,4.5,4.75,3.0,3.75,3.0,3.25,3.0,3.25,2.75,4.75,4.25,2.75
15917,18,13,1,14,3.5,4.5,4.75,3.0,3.75,3.0,3.25,3.0,3.25,2.75,4.75,4.25,3.25
15918,18,13,2,1,3.5,5.0,4.25,3.5,4.0,3.0,3.5,3.5,3.5,3.0,4.5,4.25,2.5
15919,18,13,2,2,3.5,5.0,4.25,3.5,4.0,3.0,3.5,3.5,3.5,3.0,4.5,4.25,2.75
15920,18,13,2,3,3.5,4.75,3.75,3.5,3.5,3.5,2.75,3.0,3.0,2.25,5.0,4.0,3.0
15921,18,13,2,4,3.5,4.75,3.75,3.5,3.5,3.5,2.75,3.0,3.0,2.25,5.0,4.0,2.75
15922,18,13,2,5,3.0,5.0,4.25,3.0,4.5,2.5,3.75,3.75,3.75,3.25,4.25,4.75,1.75
15923,18,13,2,6,3.75,4.75,4.0,4.0,3.5,3.0,3.75,3.75,3.75,3.0,3.5,4.0,2.75
15924,18,13,2,7,4.0,4.25,3.5,4.0,3.25,3.25,3.25,2.75,3.0,2.75,3.25,3.5,2.75
15925,18,13,2,8,4.0,5.0,4.0,3.25,3.0,3.5,3.25,3.25,2.75,2.5,3.75,3.5,3.0
15926,18,13,2,9,4.0,5.0,4.0,3.25,3.0,3.5,3.25,3.25,2.75,2.5,3.75,3.5,2.75
15927,18,13,2,10,3.25,4.75,4.0,3.5,4.25,2.5,3.5,3.5,3.25,3.25,4.0,4.5,2.25
15928,18,13,2,11,3.75,5.25,3.75,3.5,3.75,3.25,3.0,3.0,3.25,2.75,4.75,3.75,3.25
15929,18,13,2,12,3.75,5.25,3.75,3.5,3.75,3.25,3.0,3.0,3.25,2.75,4.75,3.75,3.0
15930,18,13,2,13,3.25,4.5,4.5,3.25,4.0,2.75,3.25,3.0,3.5,2.75,4.75,4.5,2.5
15931,18,13,2,14,3.25,4.5,4.5,3.25,4.0,2.75,3.25,3.0,3.5,2.75,4.75,4.5,3.0
15932,18,13,3,1,3.75,4.75,4.5,3.5,3.75,3.5,3.5,3.75,3.25,2.75,4.25,4.0,2.75
15933,18,13,3,2,3.75,4.75,4.5,3.5,3.75,3.5,3.5,3.75,3.25,2.75,4.25,4.0,3.0
15934,18,13,3,3,3.75,4.5,4.0,3.5,3.25,4.0,2.75,3.25,2.75,2.0,4.75,3.75,3.25
15935,18,13,3,4,3.75,4.5,4.0,3.5,3.25,4.0,2.75,3.25,2.75,2.0,4.75,3.75,3.0
15936,18,13,3,5,3.25,4.75,4.5,3.0,4.25,3.0,3.75,4.0,3.5,3.0,4.0,4.5,2.0
15937,18,13,3,6,4.0,4.5,4.25,4.0,3.25,3.5,3.75,4.0,3.5,2.75,3.25,3.75,3.0
15938,18,13,3,7,4.25,4.0,3.75,4.0,3.0,3.75,3.25,3.0,2.75,2.5,3.0,3.25,3.0
15939,18,13,3,8,4.25,4.75,4.25,3.25,2.75,4.0,3.25,3.5,2.5,2.25,3.5,3.25,3.25
15940,18,13,3,9,4.25,4.75,4.25,3.25,2.75,4.0,3.25,3.5,2.5,2.25,3.5,3.25,3.0
15941,18,13,3,10,3.5,4.5,4.25,3.5,4.0,3.0,3.5,3.75,3.0,3.0,3.75,4.25,2.5
15942,18,13,3,11,4.0,5.0,4.0,3.5,3.5,3.75,3.0,3.25,3.0,2.5,4.5,3.5,3.5
15943,18,13,3,12,4.0,5.0,4.0,3.5,3.5,3.75,3.0,3.25,3.0,2.5,4.5,3.5,3.25
15944,18,13,3,13,3.5,4.25,4.75,3.25,3.75,3.25,3.25,3.25,3.25,2.5,4.5,4.25,2.75
15945,18,13,3,14,3.5,4.25,4.75,3.25,3.75,3.25,3.25,3.25,3.25,2.5,4.5,4.25,3.25
15946,18,13,4,1,3.5,4.75,4.25,3.5,4.0,3.25,3.5,3.75,3.5,2.75,4.25,4.25,2.5
15947,18,13,4,2,3.5,4.75,4.25,3.5,4.0,3.25,3.5,3.75,3.5,2.75,4.25,4.25,2.75
15948,18,13,4,3,3.5,4.5,3.75,3.5,3.5,3.75,2.75,3.25,3.0,2.0,4.75,4.0,3.0
15949,18,13,4,4,3.5,4.5,3.75,3.5,3.5,3.75,2.75,3.25,3.0,2.0,4.75,4.0,2.75
15950,18,13,4,5,3.0,4.75,4.25,3.0,4.5,2.75,3.75,4.0,3.75,3.0,4.0,4.75,1.75
15951,18,13,4,6,3.75,4.5,4.0,4.0,3.5,3.25,3.75,4.0,3.75,2.75,3.25,4.0,2.75
15952,18,13,4,7,4.0,4.0,3.5,4.0,3.25,3.5,3.25,3.0,3.0,2.5,3.0,3.5,2.75
15953,18,13,4,8,4.0,4.75,4.0,3.25,3.0,3.75,3.25,3.5,2.75,2.25,3.5,3.5,3.0
15954,18,13,4,9,4.0,4.75,4.0,3.25,3.0,3.75,3.25,3.5,2.75,2.25,3.5,3.5,2.75
15955,18,13,4,10,3.25,4.5,4.0,3.5,4.25,2.75,3.5,3.75,3.25,3.0,3.75,4.5,2.25
15956,18,13,4,11,3.75,5.0,3.75,3.5,3.75,3.5,3.0,3.25,3.25,2.5,4.5,3.75,3.25
15957,18,13,4,12,3.75,5.0,3.75,3.5,3.75,3.5,3.0,3.25,3.25,2.5,4.5,3.75,3.0
15958,18,13,4,13,3.25,4.25,4.5,3.25,4.0,3.0,3.25,3.25,3.5,2.5,4.5,4.5,2.5
15959,18,13,4,14,3.25,4.25,4.5,3.25,4.0,3.0,3.25,3.25,3.5,2.5,4.5,4.5,3.0
15960,18,14,1,1,4.0,5.25,4.75,3.5,3.75,3.5,3.25,3.25,3.0,2.75,3.75,3.75,2.5
15961,18,14,1,2,4.0,5.25,4.75,3.5,3.75,3.5,3.25,3.25,3.0,2.75,3.75,3.75,2.75
15962,18,14,1,3,4.0,5.0,4.25,3.5,3.25,4.0,2.5,2.75,2.5,2.0,4.25,3.5,3.0
15963,18,14,1,4,4.0,5.0,4.25,3.5,3.25,4.0,2.5,2.75,2.5,2.0,4.25,3.5,2.75
15964,18,14,1,5,3.5,5.25,4.75,3.0,4.25,3.0,3.5,3.5,3.25,3.0,3.5,4.25,1.75
15965,18,14,1,6,4.25,5.0,4.5,4.0,3.25,3.5,3.5,3.5,3.25,2.75,2.75,3.5,2.75
15966,18,14,1,7,4.5,4.5,4.0,4.0,3.0,3.75,3.0,2.5,2.5,2.5,2.5,3.0,2.75
15967,18,14,1,8,4.5,5.25,4.5,3.25,2.75,4.0,3.0,3.0,2.25,2.25,3.0,3.0,3.0
15968,18,14,1,9,4.5,5.25,4.5,3.25,2.75,4.0,3.0,3.0,2.25,2.25,3.0,3.0,2.75
15969,18,14,1,10,3.75,5.0,4.5,3.5,4.0,3.0,3.25,3.25,2.75,3.0,3.25,4.0,2.25
15970,18,14,1,11,4.25,5.5,4.25,3.5,3.5,3.75,2.75,2.75,2.75,2.5,4.0,3.25,3.25
15971,18,14,1,12,4.25,5.5,4.25,3.5,3.5,3.75,2.75,2.75,2.75,2.5,4.0,3.25,3.0
15972,18,14,1,13,3.75,4.75,5.0,3.25,3.75,3.25,3.0,2.75,3.0,2.5,4.0,4.0,2.5
15973,18,14,1,14,3.75,4.75,5.0,3.25,3.75,3.25,3.0,2.75,3.0,2.5,4.0,4.0,3.0
15974,18,14,2,1,3.75,5.25,4.5,3.75,4.0,3.25,3.25,3.25,3.25,2.75,3.75,4.0,2.25
15975,18,14,2,2,3.75,5.25,4.5,3.75,4.0,3.25,3.25,3.25,3.25,2.75,3.75,4.0,2.5
15976,18,14,2,3,3.75,5.0,4.0,3.75,3.5,3.75,2.5,2.75,2.75,2.0,4.25,3.75,2.75
15977,18,14,2,4,3.75,5.0,4.0,3.75,3.5,3.75,2.5,2.75,2.75,2.0,4.25,3.75,2.5
15978,18,14,2,5,3.25,5.25,4.5,3.25,4.5,2.75,3.5,3.5,3.5,3.0,3.5,4.5,1.5
15979,18,14,2,6,4.0,5.0,4.25,4.25,3.5,3.25,3.5,3.5,3.5,2.75,2.75,3.75,2.5
15980,18,14,2,7,4.25,4.5,3.75,4.25,3.25,3.5,3.0,2.5,2.75,2.5,2.5,3.25,2.5
15981,18,14,2,8,4.25,5.25,4.25,3.5,3.0,3.75,3.0,3.0,2.5,2.25,3.0,3.25,2.75
15982,18,14,2,9,4.25,5.25,4.25,3.5,3.0,3.75,3.0,3.0,2.5,2.25,3.0,3.25,2.5
15983,18,14,2,10,3.5,5.0,4.25,3.75,4.25,2.75,3.25,3.25,3.0,3.0,3.25,4.25,2.0
15984,18,14,2,11,4.0,5.5,4.0,3.75,3.75,3.5,2.75,2.75,3.0,2.5,4.0,3.5,3.0
15985,18,14,2,12,4.0,5.5,4.0,3.75,3.75,3.5,2.75,2.75,3.0,2.5,4.0,3.5,2.75
15986,18,14,2,13,3.5,4.75,4.75,3.5,4.0,3.0,3.0,2.75,3.25,2.5,4.0,4.25,2.25
15987,18,14,2,14,3.5,4.75,4.75,3.5,4.0,3.0,3.0,2.75,3.25,2.5,4.0,4.25,2.75
15988,18,14,3,1,4.0,5.0,4.75,3.75,3.75,3.75,3.25,3.5,3.0,2.5,3.5,3.75,2.5
15989,18,14,3,2,4.0,5.0,4.75,3.75,3.75,3.75,3.25,3.5,3.0,2.5,3.5,3.75,2.75
15990,18,14,3,3,4.0,4.75,4.25,3.75,3.25,4.25,2.5,3.0,2.5,1.75,4.0,3.5,3.0
15991,18,14,3,4,4.0,4.75,4.25,3.75,3.25,4.25,2.5,3.0,2.5,1.75,4.0,3.5,2.75
15992,18,14,3,5,3.5,5.0,4.75,3.25,4.25,3.25,3.5,3.75,3.25,2.75,3.25,4.25,1.75
15993,18,14,3,6,4.25,4.75,4.5,4.25,3.25,3.75,3.5,3.75,3.25,2.5,2.5,3.5,2.75
15994,18,14,3,7,4.5,4.25,4.0,4.25,3.0,4.0,3.0,2.75,2.5,2.25,2.25,3.0,2.75
15995,18,14,3,8,4.5,5.0,4.5,3.5,2.75,4.25,3.0,3.25,2.25,2.0,2.75,3.0,3.0
15996,18,14,3,9,4.5,5.0,4.5,3.5,2.75,4.25,3.0,3.25,2.25,2.0,2.75,3.0,2.75
15997,18,14,3,10,3.75,4.75,4.5,3.75,4.0,3.25,3.25,3.5,2.75,2.75,3.0,4.0,2.25
15998,18,14,3,11,4.25,5.25,4.25,3.75,3.5,4.0,2.75,3.0,2.75,2.25,3.75,3.25,3.25
15999,18,14,3,12,4.25,5.25,4.25,3.75,3.5,4.0,2.75,3.0,2.75,2.25,3.75,3.25,3.0
16000,18,14,3,13,3.75,4.5,5.0,3.5,3.75,3.5,3.0,3.0,3.0,2.25,3.75,4.0,2.5
16001,18,14,3,14,3.75,4.5,5.0,3.5,3.75,3.5,3.0,3.0,3.0,2.25,3.75,4.0,3.0
16002,18,14,4,1,3.75,5.0,4.5,3.75,4.0,3.5,3.25,3.5,3.25,2.5,3.5,4.0,2.25
16003,18,14,4,2,3.75,5.0,4.5,3.75,4.0,3.5,3.25,3.5,3.25,2.5,3.5,4.0,2.5
16004,18,14,4,3,3.75,4.75,4.0,3.75,3.5,4.0,2.5,3.0,2.75,1.75,4.0,3.75,2.75
16005,18,14,4,4,3.75,4.75,4.0,3.75,3.5,4.0,2.5,3.0,2.75,1.75,4.0,3.75,2.5
16006,18,14,4,5,3.25,5.0,4.5,3.25,4.5,3.0,3.5,3.75,3.5,2.75,3.25,4.5,1.5
16007,18,14,4,6,4.0,4.75,4.25,4.25,3.5,3.5,3.5,3.75,3.5,2.5,2.5,3.75,2.5
16008,18,14,4,7,4.25,4.25,3.75,4.25,3.25,3.75,3.0,2.75,2.75,2.25,2.25,3.25,2.5
16009,18,14,4,8,4.25,5.0,4.25,3.5,3.0,4.0,3.0,3.25,2.5,2.0,2.75,3.25,2.75
16010,18,14,4,9,4.25,5.0,4.25,3.5,3.0,4.0,3.0,3.25,2.5,2.0,2.75,3.25,2.5
16011,18,14,4,10,3.5,4.75,4.25,3.75,4.25,3.0,3.25,3.5,3.0,2.75,3.0,4.25,2.0
16012,18,14,4,11,4.0,5.25,4.0,3.75,3.75,3.75,2.75,3.0,3.0,2.25,3.75,3.5,3.0
16013,18,14,4,12,4.0,5.25,4.0,3.75,3.75,3.75,2.75,3.0,3.0,2.25,3.75,3.5,2.75
16014,18,14,4,13,3.5,4.5,4.75,3.5,4.0,3.25,3.0,3.0,3.25,2.25,3.75,4.25,2.25
16015,18,14,4,14,3.5,4.5,4.75,3.5,4.0,3.25,3.0,3.0,3.25,2.25,3.75,4.25,2.75
16016,18,15,1,1,4.25,5.5,5.0,3.75,3.5,3.75,3.0,3.0,2.75,2.5,4.0,3.5,2.5
16017,18,15,1,2,4.25,5.5,5.0,3.75,3.5,3.75,3.0,3.0,2.75,2.5,4.0,3.5,2.75
16018,18,15,1,3,4.25,5.25,4.5,3.75,3.0,4.25,2.25,2.5,2.25,1.75,4.5,3.25,3.0
16019,18,15,1,4,4.25,5.25,4.5,3.75,3.0,4.25,2.25,2.5,2.25,1.75,4.5,3.25,2.75
16020,18,15,1,5,3.75,5.5,5.0,3.25,4.0,3.25,3.25,3.25,3.0,2.75,3.75,4.0,1.75
16021,18,15,1,6,4.5,5.25,4.75,4.25,3.0,3.75,3.25,3.25,3.0,2.5,3.0,3.25,2.75
16022,18,15,1,7,4.75,4.75,4.25,4.25,2.75,4.0,2.75,2.25,2.25,2.25,2.75,2.75,2.75
16023,18,15,1,8,4.75,5.5,4.75,3.5,2.5,4.25,2.75,2.75,2.0,2.0,3.25,2.75,3.0
16024,18,15,1,9,4.75,5.5,4.75,3.5,2.5,4.25,2.75,2.75,2.0,2.0,3.25,2.75,2.75
16025,18,15,1,10,4.0,5.25,4.75,3.75,3.75,3.25,3.0,3.0,2.5,2.75,3.5,3.75,2.25
16026,18,15,1,11,4.5,5.75,4.5,3.75,3.25,4.0,2.5,2.5,2.5,2.25,4.25,3.0,3.25
16027,18,15,1,12,4.5,5.75,4.5,3.75,3.25,4.0,2.5,2.5,2.5,2.25,4.25,3.0,3.0
16028,18,15,1,13,4.0,5.0,5.25,3.5,3.5,3.5,2.75,2.5,2.75,2.25,4.25,3.75,2.5
16029,18,15,1,14,4.0,5.0,5.25,3.5,3.5,3.5,2.75,2.5,2.75,2.25,4.25,3.75,3.0
16030,18,15,2,1,4.0,5.5,4.75,4.0,3.75,3.5,3.0,3.0,3.0,2.5,4.0,3.75,2.25
16031,18,15,2,2,4.0,5.5,4.75,4.0,3.75,3.5,3.0,3.0,3.0,2.5,4.0,3.75,2.5
16032,18,15,2,3,4.0,5.25,4.25,4.0,3.25,4.0,2.25,2.5,2.5,1.75,4.5,3.5,2.75
16033,18,15,2,4,4.0,5.25,4.25,4.0,3.25,4.0,2.25,2.5,2.5,1.75,4.5,3.5,2.5
16034,18,15,2,5,3.5,5.5,4.75,3.5,4.25,3.0,3.25,3.25,3.25,2.75,3.75,4.25,1.5
16035,18,15,2,6,4.25,5.25,4.5,4.5,3.25,3.5,3.25,3.25,3.25,2.5,3.0,3.5,2.5
16036,18,15,2,7,4.5,4.75,4.0,4.5,3.0,3.75,2.75,2.25,2.5,2.25,2.75,3.0,2.5
16037,18,15,2,8,4.5,5.5,4.5,3.75,2.75,4.0,2.75,2.75,2.25,2.0,3.25,3.0,2.75
16038,18,15,2,9,4.5,5.5,4.5,3.75,2.75,4.0,2.75,2.75,2.25,2.0,3.25,3.0,2.5
16039,18,15,2,10,3.75,5.25,4.5,4.0,4.0,3.0,3.0,3.0,2.75,2.75,3.5,4.0,2.0
16040,18,15,2,11,4.25,5.75,4.25,4.0,3.5,3.75,2.5,2.5,2.75,2.25,4.25,3.25,3.0
16041,18,15,2,12,4.25,5.75,4.25,4.0,3.5,3.75,2.5,2.5,2.75,2.25,4.25,3.25,2.75
16042,18,15,2,13,3.75,5.0,5.0,3.75,3.75,3.25,2.75,2.5,3.0,2.25,4.25,4.0,2.25
16043,18,15,2,14,3.75,5.0,5.0,3.75,3.75,3.25,2.75,2.5,3.0,2.25,4.25,4.0,2.75
16044,18,15,3,1,4.25,5.25,5.0,4.0,3.5,4.0,3.0,3.25,2.75,2.25,3.75,3.5,2.5
16045,18,15,3,2,4.25,5.25,5.0,4.0,3.5,4.0,3.0,3.25,2.75,2.25,3.75,3.5,2.75
16046,18,15,3,3,4.25,5.0,4.5,4.0,3.0,4.5,2.25,2.75,2.25,1.5,4.25,3.25,3.0
16047,18,15,3,4,4.25,5.0,4.5,4.0,3.0,4.5,2.25,2.75,2.25,1.5,4.25,3.25,2.75
16048,18,15,3,5,3.75,5.25,5.0,3.5,4.0,3.5,3.25,3.5,3.0,2.5,3.5,4.0,1.75
16049,18,15,3,6,4.5,5.0,4.75,4.5,3.0,4.0,3.25,3.5,3.0,2.25,2.75,3.25,2.75
16050,18,15,3,7,4.75,4.5,4.25,4.5,2.75,4.25,2.75,2.5,2.25,2.0,2.5,2.75,2.75
16051,18,15,3,8,4.75,5.25,4.75,3.75,2.5,4.5,2.75,3.0,2.0,1.75,3.0,2.75,3.0
16052,18,15,3,9,4.75,5.25,4.75,3.75,2.5,4.5,2.75,3.0,2.0,1.75,3.0,2.75,2.75
16053,18,15,3,10,4.0,5.0,4.75,4.0,3.75,3.5,3.0,3.25,2.5,2.5,3.25,3.75,2.25
16054,18,15,3,11,4.5,5.5,4.5,4.0,3.25,4.25,2.5,2.75,2.5,2.0,4.0,3.0,3.25
16055,18,15,3,12,4.5,5.5,4.5,4.0,3.25,4.25,2.5,2.75,2.5,2.0,4.0,3.0,3.0
16056,18,15,3,13,4.0,4.75,5.25,3.75,3.5,3.75,2.75,2.75,2.75,2.0,4.0,3.75,2.5
16057,18,15,3,14,4.0,4.75,5.25,3.75,3.5,3.75,2.75,2.75,2.75,2.0,4.0,3.75,3.0
16058,18,15,4,1,4.0,5.25,4.75,4.0,3.75,3.75,3.0,3.25,3.0,2.25,3.75,3.75,2.25
16059,18,15,4,2,4.0,5.25,4.75,4.0,3.75,3.75,3.0,3.25,3.0,2.25,3.75,3.75,2.5
16060,18,15,4,3,4.0,5.0,4.25,4.0,3.25,4.25,2.25,2.75,2.5,1.5,4.25,3.5,2.75
16061,18,15,4,4,4.0,5.0,4.25,4.0,3.25,4.25,2.25,2.75,2.5,1.5,4.25,3.5,2.5
16062,18,15,4,5,3.5,5.25,4.75,3.5,4.25,3.25,3.25,3.5,3.25,2.5,3.5,4.25,1.5
16063,18,15,4,6,4.25,5.0,4.5,4.5,3.25,3.75,3.25,3.5,3.25,2.25,2.75,3.5,2.5
16064,18,15,4,7,4.5,4.5,4.0,4.5,3.0,4.0,2.75,2.5,2.5,2.0,2.5,3.0,2.5
16065,18,15,4,8,4.5,5.25,4.5,3.75,2.75,4.25,2.75,3.0,2.25,1.75,3.0,3.0,2.75
16066,18,15,4,9,4.5,5.25,4.5,3.75,2.75,4.25,2.75,3.0,2.25,1.75,3.0,3.0,2.5
16067,18,15,4,10,3.75,5.0,4.5,4.0,4.0,3.25,3.0,3.25,2.75,2.5,3.25,4.0,2.0
16068,18,15,4,11,4.25,5.5,4.25,4.0,3.5,4.0,2.5,2.75,2.75,2.0,4.0,3.25,3.0
16069,18,15,4,12,4.25,5.5,4.25,4.0,3.5,4.0,2.5,2.75,2.75,2.0,4.0,3.25,2.75
16070,18,15,4,13,3.75,4.75,5.0,3.75,3.75,3.5,2.75,2.75,3.0,2.0,4.0,4.0,2.25
16071,18,15,4,14,3.75,4.75,5.0,3.75,3.75,3.5,2.75,2.75,3.0,2.0,4.0,4.0,2.75
16072,18,16,1,1,4.25,5.5,5.0,3.75,3.5,4.0,2.75,2.75,2.5,2.25,3.75,3.5,2.5
16073,18,16,1,2,4.25,5.5,5.0,3.75,3.5,4.0,2.75,2.75,2.5,2.25,3.75,3.5,2.75
16074,18,16,1,3,4.25,5.25,4.5,3.75,3.0,4.5,2.0,2.25,2.0,1.5,4.25,3.25,3.0
16075,18,16,1,4,4.25,5.25,4.5,3.75,3.0,4.5,2.0,2.25,2.0,1.5,4.25,3.25,2.75
16076,18,16,1,5,3.75,5.5,5.0,3.25,4.0,3.5,3.0,3.0,2.75,2.5,3.5,4.0,1.75
16077,18,16,1,6,4.5,5.25,4.75,4.25,3.0,4.0,3.0,3.0,2.75,2.25,2.75,3.25,2.75
16078,18,16,1,7,4.75,4.75,4.25,4.25,2.75,4.25,2.5,2.0,2.0,2.0,2.5,2.75,2.75
16079,18,16,1,8,4.75,5.5,4.75,3.5,2.5,4.5,2.5,2.5,1.75,1.75,3.0,2.75,3.0
16080,18,16,1,9,4.75,5.5,4.75,3.5,2.5,4.5,2.5,2.5,1.75,1.75,3.0,2.75,2.75
16081,18,16,1,10,4.0,5.25,4.75,3.75,3.75,3.5,2.75,2.75,2.25,2.5,3.25,3.75,2.25
16082,18,16,1,11,4.5,5.75,4.5,3.75,3.25,4.25,2.25,2.25,2.25,2.0,4.0,3.0,3.25
16083,18,16,1,12,4.5,5.75,4.5,3.75,3.25,4.25,2.25,2.25,2.25,2.0,4.0,3.0,3.0
16084,18,16,1,13,4.0,5.0,5.25,3.5,3.5,3.75,2.5,2.25,2.5,2.0,4.0,3.75,2.5
16085,18,16,1,14,4.0,5.0,5.25,3.5,3.5,3.75,2.5,2.25,2.5,2.0,4.0,3.75,3.0
16086,18,16,2,1,4.0,5.5,4.75,4.0,3.75,3.75,2.75,2.75,2.75,2.25,3.75,3.75,2.25
16087,18,16,2,2,4.0,5.5,4.75,4.0,3.75,3.75,2.75,2.75,2.75,2.25,3.75,3.75,2.5
16088,18,16,2,3,4.0,5.25,4.25,4.0,3.25,4.25,2.0,2.25,2.25,1.5,4.25,3.5,2.75
16089,18,16,2,4,4.0,5.25,4.25,4.0,3.25,4.25,2.0,2.25,2.25,1.5,4.25,3.5,2.5
16090,18,16,2,5,3.5,5.5,4.75,3.5,4.25,3.25,3.0,3.0,3.0,2.5,3.5,4.25,1.5
16091,18,16,2,6,4.25,5.25,4.5,4.5,3.25,3.75,3.0,3.0,3.0,2.25,2.75,3.5,2.5
16092,18,16,2,7,4.5,4.75,4.0,4.5,3.0,4.0,2.5,2.0,2.25,2.0,2.5,3.0,2.5
16093,18,16,2,8,4.5,5.5,4.5,3.75,2.75,4.25,2.5,2.5,2.0,1.75,3.0,3.0,2.75
16094,18,16,2,9,4.5,5.5,4.5,3.75,2.75,4.25,2.5,2.5,2.0,1.75,3.0,3.0,2.5
16095,18,16,2,10,3.75,5.25,4.5,4.0,4.0,3.25,2.75,2.75,2.5,2.5,3.25,4.0,2.0
16096,18,16,2,11,4.25,5.75,4.25,4.0,3.5,4.0,2.25,2.25,2.5,2.0,4.0,3.25,3.0
16097,18,16,2,12,4.25,5.75,4.25,4.0,3.5,4.0,2.25,2.25,2.5,2.0,4.0,3.25,2.75
16098,18,16,2,13,3.75,5.0,5.0,3.75,3.75,3.5,2.5,2.25,2.75,2.0,4.0,4.0,2.25
16099,18,16,2,14,3.75,5.0,5.0,3.75,3.75,3.5,2.5,2.25,2.75,2.0,4.0,4.0,2.75
16100,18,16,3,1,4.25,5.25,5.0,4.0,3.5,4.25,2.75,3.0,2.5,2.0,3.5,3.5,2.5
16101,18,16,3,2,4.25,5.25,5.0,4.0,3.5,4.25,2.75,3.0,2.5,2.0,3.5,3.5,2.75
16102,18,16,3,3,4.25,5.0,4.5,4.0,3.0,4.75,2.0,2.5,2.0,1.25,4.0,3.25,3.0
16103,18,16,3,4,4.25,5.0,4.5,4.0,3.0,4.75,2.0,2.5,2.0,1.25,4.0,3.25,2.75
16104,18,16,3,5,3.75,5.25,5.0,3.5,4.0,3.75,3.0,3.25,2.75,2.25,3.25,4.0,1.75
16105,18,16,3,6,4.5,5.0,4.75,4.5,3.0,4.25,3.0,3.25,2.75,2.0,2.5,3.25,2.75
16106,18,16,3,7,4.75,4.5,4.25,4.5,2.75,4.5,2.5,2.25,2.0,1.75,2.25,2.75,2.75
